#Sp1	#Sp2	#Cor	#type
ESV_5	ESV_133	0.7041	1
ESV_5	ESV_136	0.4822	1
ESV_5	ESV_149	0.7069	1
ESV_5	ESV_151	0.5894	1
ESV_5	ESV_152	0.5515	1
ESV_5	ESV_154	0.6557	1
ESV_5	ESV_167	0.5252	1
ESV_5	ESV_174	0.5012	1
ESV_5	ESV_179	0.5916	1
ESV_5	ESV_181	0.5884	1
ESV_5	ESV_183	0.506	1
ESV_5	ESV_194	0.5469	1
ESV_5	ESV_197	0.611	1
ESV_5	ESV_219	0.6213	1
ESV_5	ESV_223	0.6537	1
ESV_5	ESV_226	0.5427	1
ESV_5	ESV_232	0.5109	1
ESV_5	ESV_238	0.792	1
ESV_5	ESV_242	0.6675	1
ESV_5	ESV_249	0.5022	1
ESV_5	ESV_260	-0.5381	2
ESV_5	ESV_282	0.4844	1
ESV_5	ESV_283	0.5404	1
ESV_5	ESV_294	0.6213	1
ESV_5	ESV_297	0.5036	1
ESV_5	ESV_302	0.5802	1
ESV_5	ESV_304	0.549	1
ESV_5	ESV_310	0.64	1
ESV_5	ESV_334	0.4584	1
ESV_5	ESV_391	0.6216	1
ESV_5	ESV_400	0.5822	1
ESV_5	ESV_408	0.5053	1
ESV_5	ESV_411	0.4702	1
ESV_5	ESV_419	0.5931	1
ESV_5	ESV_423	0.526	1
ESV_5	ESV_456	0.5905	1
ESV_5	ESV_474	0.5134	1
ESV_5	ESV_484	0.6564	1
ESV_5	ESV_491	0.5453	1
ESV_5	ESV_503	0.4528	1
ESV_5	ESV_559	-0.5085	2
ESV_5	ESV_580	0.6182	1
ESV_5	ESV_589	0.5584	1
ESV_5	ESV_590	0.5742	1
ESV_5	ESV_629	0.5359	1
ESV_5	ESV_631	0.4366	1
ESV_5	ESV_652	0.5328	1
ESV_5	ESV_672	0.5823	1
ESV_5	ESV_686	0.4976	1
ESV_5	ESV_690	0.4434	1
ESV_5	ESV_705	-0.5362	2
ESV_5	ESV_731	0.504	1
ESV_5	ESV_749	0.5167	1
ESV_5	ESV_768	0.6277	1
ESV_5	ESV_782	0.6832	1
ESV_5	ESV_786	0.5947	1
ESV_5	ESV_798	0.5776	1
ESV_5	ESV_806	0.4682	1
ESV_5	ESV_829	0.4498	1
ESV_5	ESV_856	0.5011	1
ESV_5	ESV_910	0.6687	1
ESV_5	ESV_939	0.5025	1
ESV_5	ESV_940	0.5491	1
ESV_5	ESV_966	0.5173	1
ESV_5	ESV_970	-0.4729	2
ESV_5	ESV_1003	-0.5198	2
ESV_5	ESV_1046	0.5577	1
ESV_5	ESV_1088	-0.467	2
ESV_5	ESV_1121	-0.4929	2
ESV_5	ESV_1160	-0.5535	2
ESV_5	ESV_1239	-0.4411	2
ESV_5	ESV_1265	-0.4921	2
ESV_5	ESV_1285	0.5225	1
ESV_5	ESV_1310	-0.4901	2
ESV_5	ESV_1318	0.5165	1
ESV_5	ESV_1328	-0.4266	2
ESV_5	ESV_1330	-0.475	2
ESV_5	ESV_1348	0.5574	1
ESV_5	ESV_1446	0.5625	1
ESV_5	ESV_1480	0.5755	1
ESV_5	ESV_1486	-0.4493	2
ESV_5	ESV_1516	-0.4713	2
ESV_5	ESV_1535	0.4102	1
ESV_5	ESV_1565	0.49	1
ESV_5	ESV_1607	-0.5263	2
ESV_5	ESV_1608	-0.4989	2
ESV_5	ESV_1667	0.4701	1
ESV_5	ESV_1720	-0.5019	2
