Sp1	Sp2	Cor	type
ESV_468	ESV_520	0.5704	0
ESV_468	ESV_521	0.6262	0
ESV_468	ESV_531	0.4879	0
ESV_468	ESV_540	0.469	0
ESV_468	ESV_571	0.5816	0
ESV_468	ESV_574	0.45	0
ESV_468	ESV_596	-0.5312	1
ESV_468	ESV_599	0.523	0
ESV_468	ESV_609	-0.5548	1
ESV_468	ESV_619	0.5237	0
ESV_468	ESV_621	0.4367	0
ESV_468	ESV_644	0.7408	0
ESV_468	ESV_648	-0.4675	1
ESV_468	ESV_653	0.5259	0
ESV_468	ESV_670	0.4438	0
ESV_468	ESV_689	0.4303	0
ESV_468	ESV_715	0.4196	0
ESV_468	ESV_727	0.4842	0
ESV_468	ESV_734	-0.485	1
ESV_468	ESV_745	0.43	0
ESV_468	ESV_750	-0.4319	1
ESV_468	ESV_758	0.4589	0
ESV_468	ESV_792	-0.5009	1
ESV_468	ESV_801	0.5342	0
ESV_468	ESV_843	0.4412	0
ESV_468	ESV_852	-0.5596	1
ESV_468	ESV_873	-0.445	1
ESV_468	ESV_876	0.5441	0
ESV_468	ESV_881	0.4939	0
ESV_468	ESV_893	-0.4282	1
ESV_468	ESV_924	-0.4517	1
ESV_468	ESV_932	0.4743	0
ESV_468	ESV_953	0.433	0
ESV_468	ESV_959	0.4572	0
ESV_468	ESV_1016	0.4639	0
ESV_468	ESV_1025	0.7062	0
ESV_468	ESV_1036	0.5473	0
ESV_468	ESV_1041	0.4736	0
ESV_468	ESV_1048	0.6121	0
ESV_468	ESV_1049	0.4321	0
ESV_468	ESV_1062	0.4212	0
ESV_468	ESV_1072	0.4926	0
ESV_468	ESV_1073	-0.5668	1
ESV_468	ESV_1089	-0.4301	1
ESV_468	ESV_1123	0.4666	0
ESV_468	ESV_1149	0.4998	0
ESV_468	ESV_1153	-0.4625	1
ESV_468	ESV_1154	-0.4959	1
ESV_468	ESV_1169	-0.4987	1
ESV_468	ESV_1170	-0.5243	1
ESV_468	ESV_1178	-0.5253	1
ESV_468	ESV_1188	0.4922	0
ESV_468	ESV_1241	-0.5521	1
ESV_468	ESV_1259	0.4562	0
ESV_468	ESV_1261	-0.5115	1
ESV_468	ESV_1292	0.5152	0
ESV_468	ESV_1298	0.4788	0
ESV_468	ESV_1314	-0.497	1
ESV_468	ESV_1344	-0.4128	1
ESV_468	ESV_1362	-0.5535	1
ESV_468	ESV_1380	-0.476	1
ESV_468	ESV_1415	-0.4413	1
ESV_468	ESV_1431	-0.486	1
ESV_468	ESV_1452	0.4739	0
ESV_468	ESV_1494	-0.4831	1
ESV_468	ESV_1534	0.5736	0
ESV_468	ESV_1537	-0.5261	1
ESV_468	ESV_1678	0.5252	0
ESV_468	ESV_1694	-0.4153	1
ESV_468	ESV_1713	-0.4428	1
ESV_468	ESV_1719	-0.4554	1
ESV_468	ESV_1733	-0.4134	1
ESV_468	ESV_1808	-0.4511	1
ESV_468	ESV_1820	-0.4611	1
ESV_468	ESV_1854	-0.4198	1
ESV_468	ESV_1914	0.4682	0
ESV_468	ESV_2597	-0.4458	1
ESV_468	ESV_2966	-0.5048	1
ESV_468	ESV_3055	-0.4592	1
ESV_468	ESV_3224	-0.5039	1
ESV_468	ESV_3832	-0.4211	1
ESV_468	ESV_4506	-0.4986	1
ESV_468	ESV_7154	0.4165	0
ESV_469	ESV_515	0.4274	0
ESV_469	ESV_519	-0.4469	1
ESV_469	ESV_631	-0.4281	1
ESV_469	ESV_711	0.4328	0
ESV_469	ESV_807	0.4236	0
ESV_469	ESV_949	0.5788	0
ESV_469	ESV_1469	0.4414	0
ESV_470	ESV_481	-0.4308	1
ESV_470	ESV_490	-0.4997	1
ESV_470	ESV_507	0.4181	0
ESV_470	ESV_519	-0.4137	1
ESV_470	ESV_520	-0.5552	1
ESV_470	ESV_538	-0.4215	1
ESV_470	ESV_558	0.4227	0
ESV_470	ESV_596	0.7271	0
ESV_470	ESV_609	0.5452	0
ESV_470	ESV_610	-0.466	1
ESV_470	ESV_613	0.5245	0
ESV_470	ESV_637	-0.464	1
ESV_470	ESV_644	-0.4648	1
ESV_470	ESV_653	-0.4851	1
ESV_470	ESV_674	-0.4577	1
ESV_470	ESV_718	0.4155	0
ESV_470	ESV_720	0.5267	0
ESV_470	ESV_734	0.4446	0
ESV_470	ESV_739	0.4612	0
ESV_470	ESV_748	0.4167	0
ESV_470	ESV_750	0.449	0
ESV_470	ESV_758	-0.5006	1
ESV_470	ESV_787	0.4154	0
ESV_470	ESV_800	0.5705	0
ESV_470	ESV_801	-0.4441	1
ESV_470	ESV_825	0.5302	0
ESV_470	ESV_840	0.5357	0
ESV_470	ESV_852	0.4559	0
ESV_470	ESV_857	0.4164	0
ESV_470	ESV_872	0.5526	0
ESV_470	ESV_876	-0.4274	1
ESV_470	ESV_881	-0.6078	1
ESV_470	ESV_893	0.4808	0
ESV_470	ESV_909	0.4262	0
ESV_470	ESV_927	0.4944	0
ESV_470	ESV_968	0.4928	0
ESV_470	ESV_994	-0.4422	1
ESV_470	ESV_1005	-0.4652	1
ESV_470	ESV_1025	-0.475	1
ESV_470	ESV_1036	-0.4676	1
ESV_470	ESV_1041	-0.4962	1
ESV_470	ESV_1048	-0.4743	1
ESV_470	ESV_1062	-0.4989	1
ESV_470	ESV_1072	-0.5387	1
ESV_470	ESV_1093	-0.4514	1
ESV_470	ESV_1133	0.4259	0
ESV_470	ESV_1134	0.4438	0
ESV_470	ESV_1153	0.4236	0
ESV_470	ESV_1154	0.5156	0
ESV_470	ESV_1170	0.5007	0
ESV_470	ESV_1178	0.4364	0
ESV_470	ESV_1222	0.4175	0
ESV_470	ESV_1227	0.5551	0
ESV_470	ESV_1231	-0.54	1
ESV_470	ESV_1241	0.5533	0
ESV_470	ESV_1259	-0.4142	1
ESV_470	ESV_1261	0.5549	0
ESV_470	ESV_1309	0.4958	0
ESV_470	ESV_1314	0.4314	0
ESV_470	ESV_1338	0.4598	0
ESV_470	ESV_1362	0.4305	0
ESV_470	ESV_1374	0.521	0
ESV_470	ESV_1380	0.4676	0
ESV_470	ESV_1434	0.4907	0
ESV_470	ESV_1450	0.4635	0
ESV_470	ESV_1467	-0.4326	1
ESV_470	ESV_1534	-0.5157	1
ESV_470	ESV_1537	0.6605	0
ESV_470	ESV_1631	0.4364	0
ESV_470	ESV_1678	-0.432	1
ESV_470	ESV_1771	0.4228	0
ESV_470	ESV_1808	0.4507	0
ESV_470	ESV_1820	0.5743	0
ESV_470	ESV_1894	0.4353	0
ESV_470	ESV_1956	0.602	0
ESV_470	ESV_2115	0.4263	0
ESV_470	ESV_2567	0.4226	0
ESV_470	ESV_2597	0.4196	0
ESV_470	ESV_2606	0.4946	0
ESV_470	ESV_3133	0.4213	0
ESV_470	ESV_3832	0.4586	0
ESV_471	ESV_788	0.5113	0
ESV_471	ESV_844	0.5378	0
ESV_471	ESV_925	0.4133	0
ESV_473	ESV_497	-0.4916	1
ESV_473	ESV_505	0.4696	0
ESV_473	ESV_520	0.4804	0
ESV_473	ESV_521	0.4556	0
ESV_473	ESV_540	0.5319	0
ESV_473	ESV_571	0.4253	0
ESV_473	ESV_596	-0.5043	1
ESV_473	ESV_609	-0.4188	1
ESV_473	ESV_619	0.5801	0
ESV_473	ESV_644	0.6001	0
ESV_473	ESV_653	0.4709	0
ESV_473	ESV_662	0.4181	0
ESV_473	ESV_670	0.4264	0
ESV_473	ESV_703	0.4634	0
ESV_473	ESV_714	0.4523	0
ESV_473	ESV_750	-0.4425	1
ESV_473	ESV_801	0.5276	0
ESV_473	ESV_840	-0.4408	1
ESV_473	ESV_852	-0.4588	1
ESV_473	ESV_899	-0.4735	1
ESV_473	ESV_1025	0.5361	0
ESV_473	ESV_1036	0.5501	0
ESV_473	ESV_1048	0.4666	0
ESV_473	ESV_1073	-0.4321	1
ESV_473	ESV_1092	-0.4268	1
ESV_473	ESV_1149	0.4596	0
ESV_473	ESV_1153	-0.4365	1
ESV_473	ESV_1154	-0.4782	1
ESV_473	ESV_1169	-0.4201	1
ESV_473	ESV_1178	-0.4414	1
ESV_473	ESV_1241	-0.5439	1
ESV_473	ESV_1289	-0.4466	1
ESV_473	ESV_1292	0.4622	0
ESV_473	ESV_1298	0.4285	0
ESV_473	ESV_1314	-0.4313	1
ESV_473	ESV_1362	-0.4594	1
ESV_473	ESV_1380	-0.51	1
ESV_473	ESV_1431	-0.4181	1
ESV_473	ESV_1537	-0.5304	1
ESV_473	ESV_1627	-0.4899	1
ESV_473	ESV_1713	-0.4825	1
ESV_473	ESV_1719	-0.4196	1
ESV_473	ESV_1808	-0.5271	1
ESV_473	ESV_2597	-0.4751	1
ESV_473	ESV_3224	-0.4347	1
ESV_473	ESV_4254	-0.4397	1
ESV_473	ESV_4506	-0.4297	1
ESV_474	ESV_572	0.4664	0
ESV_474	ESV_671	0.4607	0
ESV_474	ESV_690	0.4506	0
ESV_474	ESV_806	0.4181	0
ESV_474	ESV_1116	0.4738	0
ESV_474	ESV_1618	0.4146	0
ESV_475	ESV_476	-0.5487	1
ESV_475	ESV_494	-0.4873	1
ESV_475	ESV_509	0.6062	0
ESV_475	ESV_516	0.4257	0
ESV_475	ESV_532	0.4628	0
ESV_475	ESV_563	0.4402	0
ESV_475	ESV_573	0.5633	0
ESV_475	ESV_593	-0.5978	1
ESV_475	ESV_599	0.4884	0
ESV_475	ESV_603	0.4465	0
ESV_475	ESV_650	0.4412	0
ESV_475	ESV_665	0.5252	0
ESV_475	ESV_667	0.4132	0
ESV_475	ESV_671	-0.5492	1
ESV_475	ESV_678	0.6306	0
ESV_475	ESV_715	0.4884	0
ESV_475	ESV_743	0.4202	0
ESV_475	ESV_775	0.4434	0
ESV_475	ESV_806	-0.4189	1
ESV_475	ESV_811	0.4374	0
ESV_475	ESV_822	0.4162	0
ESV_475	ESV_843	0.4187	0
ESV_475	ESV_845	-0.4202	1
ESV_475	ESV_856	-0.4586	1
ESV_475	ESV_885	-0.5382	1
ESV_475	ESV_896	0.4633	0
ESV_475	ESV_924	-0.5116	1
ESV_475	ESV_958	0.5116	0
ESV_475	ESV_1032	-0.4949	1
ESV_475	ESV_1073	-0.4915	1
ESV_475	ESV_1101	0.6303	0
ESV_475	ESV_1130	0.4518	0
ESV_475	ESV_1151	0.4226	0
ESV_475	ESV_1159	0.4963	0
ESV_475	ESV_1166	0.448	0
ESV_475	ESV_1169	-0.5268	1
ESV_475	ESV_1176	0.484	0
ESV_475	ESV_1186	0.449	0
ESV_475	ESV_1193	0.4523	0
ESV_475	ESV_1260	0.4223	0
ESV_475	ESV_1265	0.4758	0
ESV_475	ESV_1272	0.4712	0
ESV_475	ESV_1277	-0.429	1
ESV_475	ESV_1307	0.4238	0
ESV_475	ESV_1356	0.4228	0
ESV_475	ESV_1369	0.4403	0
ESV_475	ESV_1408	0.4842	0
ESV_475	ESV_1497	0.4516	0
ESV_475	ESV_1619	0.4725	0
ESV_475	ESV_1870	0.5505	0
ESV_475	ESV_1913	0.4438	0
ESV_475	ESV_1952	-0.4144	1
ESV_475	ESV_2448	0.5265	0
ESV_475	ESV_2631	0.4733	0
ESV_475	ESV_4043	0.5322	0
ESV_475	ESV_5105	-0.426	1
ESV_476	ESV_495	0.4686	0
ESV_476	ESV_565	0.5052	0
ESV_476	ESV_573	-0.4612	1
ESV_476	ESV_580	0.4358	0
ESV_476	ESV_593	0.5701	0
ESV_476	ESV_599	-0.4274	1
ESV_476	ESV_630	-0.4708	1
ESV_476	ESV_637	-0.4347	1
ESV_476	ESV_665	-0.4837	1
ESV_476	ESV_671	0.6999	0
ESV_476	ESV_678	-0.4144	1
ESV_476	ESV_696	0.4597	0
ESV_476	ESV_703	0.4285	0
ESV_476	ESV_799	0.5008	0
ESV_476	ESV_806	0.523	0
ESV_476	ESV_836	0.4529	0
ESV_476	ESV_885	0.4754	0
ESV_476	ESV_896	-0.4267	1
ESV_476	ESV_924	0.4155	0
ESV_476	ESV_978	0.4808	0
ESV_476	ESV_1032	0.4166	0
ESV_476	ESV_1101	-0.4317	1
ESV_476	ESV_1139	-0.4585	1
ESV_476	ESV_1157	-0.4445	1
ESV_476	ESV_1159	-0.5056	1
ESV_476	ESV_1201	0.4175	0
ESV_476	ESV_1265	-0.4495	1
ESV_476	ESV_1297	0.4145	0
ESV_476	ESV_1305	0.4295	0
ESV_476	ESV_1319	-0.4144	1
ESV_476	ESV_1357	0.428	0
ESV_476	ESV_1408	-0.4174	1
ESV_476	ESV_1497	-0.4156	1
ESV_476	ESV_1607	-0.4631	1
ESV_476	ESV_1701	0.4612	0
ESV_476	ESV_1870	-0.4535	1
ESV_476	ESV_1918	0.4136	0
ESV_476	ESV_1952	0.4554	0
ESV_476	ESV_2448	-0.4656	1
ESV_476	ESV_2464	-0.4195	1
ESV_476	ESV_4043	-0.4135	1
ESV_476	ESV_5105	0.5448	0
ESV_478	ESV_531	0.4884	0
ESV_478	ESV_569	0.4728	0
ESV_478	ESV_684	0.4307	0
ESV_478	ESV_934	0.4277	0
ESV_478	ESV_996	0.485	0
ESV_478	ESV_1273	-0.5696	1
ESV_479	ESV_481	-0.4692	1
ESV_479	ESV_490	-0.5579	1
ESV_479	ESV_497	0.4289	0
ESV_479	ESV_519	-0.4434	1
ESV_479	ESV_529	-0.471	1
ESV_479	ESV_531	-0.4255	1
ESV_479	ESV_532	-0.4576	1
ESV_479	ESV_538	-0.4171	1
ESV_479	ESV_548	0.4242	0
ESV_479	ESV_549	0.5002	0
ESV_479	ESV_571	-0.4258	1
ESV_479	ESV_574	-0.5082	1
ESV_479	ESV_578	-0.458	1
ESV_479	ESV_599	-0.5011	1
ESV_479	ESV_603	-0.5111	1
ESV_479	ESV_609	0.4834	0
ESV_479	ESV_621	-0.4596	1
ESV_479	ESV_637	-0.486	1
ESV_479	ESV_639	-0.4198	1
ESV_479	ESV_644	-0.5782	1
ESV_479	ESV_648	0.584	0
ESV_479	ESV_650	-0.4437	1
ESV_479	ESV_653	-0.4844	1
ESV_479	ESV_670	-0.4712	1
ESV_479	ESV_676	0.4187	0
ESV_479	ESV_685	-0.4716	1
ESV_479	ESV_702	0.4395	0
ESV_479	ESV_720	0.4291	0
ESV_479	ESV_727	-0.4183	1
ESV_479	ESV_729	0.4137	0
ESV_479	ESV_734	0.4667	0
ESV_479	ESV_745	-0.5032	1
ESV_479	ESV_747	-0.4301	1
ESV_479	ESV_750	0.5756	0
ESV_479	ESV_758	-0.5507	1
ESV_479	ESV_763	0.5547	0
ESV_479	ESV_792	0.5891	0
ESV_479	ESV_801	-0.5415	1
ESV_479	ESV_843	-0.4829	1
ESV_479	ESV_849	-0.5785	1
ESV_479	ESV_873	0.6203	0
ESV_479	ESV_876	-0.5165	1
ESV_479	ESV_881	-0.5581	1
ESV_479	ESV_890	0.459	0
ESV_479	ESV_896	-0.4127	1
ESV_479	ESV_924	0.534	0
ESV_479	ESV_946	0.5956	0
ESV_479	ESV_959	-0.478	1
ESV_479	ESV_978	0.423	0
ESV_479	ESV_994	-0.5284	1
ESV_479	ESV_1005	-0.4429	1
ESV_479	ESV_1016	-0.4356	1
ESV_479	ESV_1025	-0.5125	1
ESV_479	ESV_1036	-0.4763	1
ESV_479	ESV_1041	-0.4963	1
ESV_479	ESV_1048	-0.4331	1
ESV_479	ESV_1049	-0.4316	1
ESV_479	ESV_1064	-0.4728	1
ESV_479	ESV_1073	0.4438	0
ESV_479	ESV_1080	-0.5058	1
ESV_479	ESV_1089	0.4793	0
ESV_479	ESV_1097	-0.482	1
ESV_479	ESV_1134	0.4735	0
ESV_479	ESV_1149	-0.4788	1
ESV_479	ESV_1153	0.4626	0
ESV_479	ESV_1154	0.5322	0
ESV_479	ESV_1164	0.4132	0
ESV_479	ESV_1169	0.5101	0
ESV_479	ESV_1170	0.4621	0
ESV_479	ESV_1185	0.497	0
ESV_479	ESV_1241	0.4783	0
ESV_479	ESV_1259	-0.4139	1
ESV_479	ESV_1261	0.5759	0
ESV_479	ESV_1292	-0.4283	1
ESV_479	ESV_1309	0.5768	0
ESV_479	ESV_1334	0.4752	0
ESV_479	ESV_1344	0.5293	0
ESV_479	ESV_1362	0.6607	0
ESV_479	ESV_1418	0.4826	0
ESV_479	ESV_1431	0.4685	0
ESV_479	ESV_1534	-0.5657	1
ESV_479	ESV_1572	-0.4417	1
ESV_479	ESV_1650	-0.4305	1
ESV_479	ESV_1678	-0.4294	1
ESV_479	ESV_1733	0.4367	0
ESV_479	ESV_1820	0.5619	0
ESV_479	ESV_2440	0.5109	0
ESV_479	ESV_2587	0.4881	0
ESV_479	ESV_2966	0.4488	0
ESV_479	ESV_3055	0.604	0
ESV_479	ESV_3062	0.4264	0
ESV_479	ESV_3224	0.6964	0
ESV_479	ESV_3470	0.4163	0
ESV_479	ESV_3832	0.435	0
ESV_479	ESV_4506	0.6844	0
ESV_479	ESV_4781	0.4339	0
ESV_479	ESV_8355	0.4151	0
ESV_479	ESV_9344	0.5289	0
ESV_481	ESV_490	0.4387	0
ESV_481	ESV_497	-0.4236	1
ESV_481	ESV_499	0.4582	0
ESV_481	ESV_506	0.4264	0
ESV_481	ESV_509	0.4344	0
ESV_481	ESV_513	0.5275	0
ESV_481	ESV_517	0.4469	0
ESV_481	ESV_520	0.4127	0
ESV_481	ESV_521	0.4571	0
ESV_481	ESV_538	0.4218	0
ESV_481	ESV_549	-0.4238	1
ESV_481	ESV_554	0.4169	0
ESV_481	ESV_563	0.4928	0
ESV_481	ESV_568	-0.4711	1
ESV_481	ESV_573	0.4881	0
ESV_481	ESV_574	0.4224	0
ESV_481	ESV_599	0.4935	0
ESV_481	ESV_603	0.5002	0
ESV_481	ESV_609	-0.4244	1
ESV_481	ESV_621	0.5014	0
ESV_481	ESV_637	0.445	0
ESV_481	ESV_644	0.5307	0
ESV_481	ESV_648	-0.5044	1
ESV_481	ESV_650	0.4746	0
ESV_481	ESV_700	0.5254	0
ESV_481	ESV_702	-0.4579	1
ESV_481	ESV_715	0.617	0
ESV_481	ESV_720	-0.486	1
ESV_481	ESV_734	-0.5133	1
ESV_481	ESV_739	-0.4501	1
ESV_481	ESV_743	0.6192	0
ESV_481	ESV_745	0.4152	0
ESV_481	ESV_750	-0.5682	1
ESV_481	ESV_758	0.6026	0
ESV_481	ESV_792	-0.4251	1
ESV_481	ESV_801	0.448	0
ESV_481	ESV_811	0.4142	0
ESV_481	ESV_842	0.5855	0
ESV_481	ESV_849	0.5217	0
ESV_481	ESV_872	-0.502	1
ESV_481	ESV_873	-0.4174	1
ESV_481	ESV_876	0.4395	0
ESV_481	ESV_881	0.4547	0
ESV_481	ESV_885	-0.4357	1
ESV_481	ESV_891	0.5394	0
ESV_481	ESV_924	-0.4477	1
ESV_481	ESV_928	0.491	0
ESV_481	ESV_946	-0.4874	1
ESV_481	ESV_959	0.451	0
ESV_481	ESV_987	0.4354	0
ESV_481	ESV_994	0.4686	0
ESV_481	ESV_996	0.4388	0
ESV_481	ESV_1013	-0.4194	1
ESV_481	ESV_1016	0.51	0
ESV_481	ESV_1036	0.4383	0
ESV_481	ESV_1048	0.4255	0
ESV_481	ESV_1064	0.5534	0
ESV_481	ESV_1066	0.4996	0
ESV_481	ESV_1080	0.533	0
ESV_481	ESV_1093	0.4361	0
ESV_481	ESV_1123	0.5031	0
ESV_481	ESV_1149	0.5385	0
ESV_481	ESV_1153	-0.535	1
ESV_481	ESV_1154	-0.4813	1
ESV_481	ESV_1169	-0.4545	1
ESV_481	ESV_1222	-0.485	1
ESV_481	ESV_1231	0.4207	0
ESV_481	ESV_1241	-0.4701	1
ESV_481	ESV_1249	0.5094	0
ESV_481	ESV_1255	0.5242	0
ESV_481	ESV_1261	-0.429	1
ESV_481	ESV_1266	0.4212	0
ESV_481	ESV_1272	0.4133	0
ESV_481	ESV_1309	-0.5352	1
ESV_481	ESV_1314	-0.4633	1
ESV_481	ESV_1334	-0.4668	1
ESV_481	ESV_1344	-0.4594	1
ESV_481	ESV_1362	-0.5001	1
ESV_481	ESV_1369	0.4372	0
ESV_481	ESV_1380	-0.523	1
ESV_481	ESV_1444	0.4554	0
ESV_481	ESV_1467	0.4286	0
ESV_481	ESV_1537	-0.4446	1
ESV_481	ESV_1597	-0.4432	1
ESV_481	ESV_1642	-0.4558	1
ESV_481	ESV_1651	-0.4446	1
ESV_481	ESV_1694	-0.4479	1
ESV_481	ESV_1820	-0.5344	1
ESV_481	ESV_1860	0.4496	0
ESV_481	ESV_1870	0.5044	0
ESV_481	ESV_2115	-0.457	1
ESV_481	ESV_2363	-0.4698	1
ESV_481	ESV_2597	-0.4305	1
ESV_481	ESV_2606	-0.4972	1
ESV_481	ESV_3055	-0.4711	1
ESV_481	ESV_3062	-0.4462	1
ESV_481	ESV_3083	-0.4593	1
ESV_481	ESV_3224	-0.4809	1
ESV_481	ESV_3832	-0.444	1
ESV_481	ESV_4506	-0.488	1
ESV_481	ESV_4781	-0.4256	1
ESV_481	ESV_7236	-0.4221	1
ESV_481	ESV_9344	-0.4168	1
ESV_483	ESV_486	0.4812	0
ESV_483	ESV_526	0.541	0
ESV_483	ESV_582	-0.4573	1
ESV_483	ESV_1511	-0.4345	1
ESV_484	ESV_489	0.5985	0
ESV_484	ESV_490	0.4396	0
ESV_484	ESV_495	0.4509	0
ESV_484	ESV_561	0.4668	0
ESV_484	ESV_572	0.4363	0
ESV_484	ESV_580	0.4661	0
ESV_484	ESV_590	0.4745	0
ESV_484	ESV_610	0.6184	0
ESV_484	ESV_619	0.4389	0
ESV_484	ESV_653	0.4545	0
ESV_484	ESV_730	-0.4172	1
ESV_484	ESV_893	-0.4545	1
ESV_484	ESV_927	-0.4286	1
ESV_484	ESV_996	0.4256	0
ESV_484	ESV_1005	0.5053	0
ESV_484	ESV_1041	0.4332	0
ESV_484	ESV_1133	-0.4277	1
ESV_484	ESV_1862	-0.4989	1
ESV_484	ESV_1894	-0.4629	1
ESV_484	ESV_1914	0.4344	0
ESV_484	ESV_3133	-0.4556	1
ESV_485	ESV_580	0.4343	0
ESV_485	ESV_936	-0.4605	1
ESV_485	ESV_1955	-0.4255	1
ESV_486	ESV_503	0.4902	0
ESV_486	ESV_515	0.4443	0
ESV_486	ESV_746	0.5055	0
ESV_486	ESV_752	0.5035	0
ESV_486	ESV_814	0.5163	0
ESV_486	ESV_3031	-0.4156	1
ESV_487	ESV_518	0.4744	0
ESV_487	ESV_576	0.4533	0
ESV_487	ESV_1343	0.489	0
ESV_487	ESV_1615	0.4151	0
ESV_489	ESV_561	0.4195	0
ESV_489	ESV_580	0.4689	0
ESV_489	ESV_590	0.5293	0
ESV_489	ESV_610	0.5293	0
ESV_489	ESV_673	0.4224	0
ESV_489	ESV_683	0.4378	0
ESV_489	ESV_703	0.4481	0
ESV_489	ESV_730	-0.4973	1
ESV_489	ESV_963	-0.4715	1
ESV_489	ESV_969	-0.4564	1
ESV_489	ESV_1041	0.5292	0
ESV_489	ESV_1077	-0.4166	1
ESV_489	ESV_1133	-0.4145	1
ESV_489	ESV_1170	-0.4323	1
ESV_489	ESV_1395	0.4704	0
ESV_489	ESV_1701	0.5528	0
ESV_489	ESV_1749	-0.4357	1
ESV_489	ESV_1862	-0.6141	1
ESV_489	ESV_2793	0.5169	0
ESV_489	ESV_3133	-0.4392	1
ESV_490	ESV_497	-0.5396	1
ESV_490	ESV_505	0.4269	0
ESV_490	ESV_519	0.4944	0
ESV_490	ESV_520	0.5002	0
ESV_490	ESV_529	0.4138	0
ESV_490	ESV_538	0.4498	0
ESV_490	ESV_596	-0.4461	1
ESV_490	ESV_597	0.4642	0
ESV_490	ESV_599	0.4352	0
ESV_490	ESV_609	-0.5511	1
ESV_490	ESV_613	-0.4519	1
ESV_490	ESV_616	0.4299	0
ESV_490	ESV_619	0.4927	0
ESV_490	ESV_621	0.5918	0
ESV_490	ESV_637	0.4149	0
ESV_490	ESV_644	0.4889	0
ESV_490	ESV_648	-0.4618	1
ESV_490	ESV_653	0.5658	0
ESV_490	ESV_670	0.524	0
ESV_490	ESV_700	0.4484	0
ESV_490	ESV_720	-0.5218	1
ESV_490	ESV_734	-0.4449	1
ESV_490	ESV_745	0.441	0
ESV_490	ESV_750	-0.5281	1
ESV_490	ESV_758	0.4952	0
ESV_490	ESV_763	-0.4136	1
ESV_490	ESV_801	0.4966	0
ESV_490	ESV_840	-0.4278	1
ESV_490	ESV_848	0.4424	0
ESV_490	ESV_849	0.4612	0
ESV_490	ESV_873	-0.4598	1
ESV_490	ESV_881	0.6032	0
ESV_490	ESV_924	-0.4251	1
ESV_490	ESV_927	-0.418	1
ESV_490	ESV_959	0.414	0
ESV_490	ESV_994	0.4414	0
ESV_490	ESV_996	0.4473	0
ESV_490	ESV_1005	0.6534	0
ESV_490	ESV_1025	0.6206	0
ESV_490	ESV_1036	0.4671	0
ESV_490	ESV_1041	0.5074	0
ESV_490	ESV_1048	0.5278	0
ESV_490	ESV_1062	0.4245	0
ESV_490	ESV_1093	0.4399	0
ESV_490	ESV_1123	0.428	0
ESV_490	ESV_1134	-0.4378	1
ESV_490	ESV_1154	-0.4982	1
ESV_490	ESV_1170	-0.6107	1
ESV_490	ESV_1185	-0.4247	1
ESV_490	ESV_1203	0.4367	0
ESV_490	ESV_1227	-0.5217	1
ESV_490	ESV_1241	-0.506	1
ESV_490	ESV_1255	0.4161	0
ESV_490	ESV_1259	0.5008	0
ESV_490	ESV_1261	-0.5175	1
ESV_490	ESV_1309	-0.5029	1
ESV_490	ESV_1334	-0.4809	1
ESV_490	ESV_1344	-0.5455	1
ESV_490	ESV_1362	-0.5859	1
ESV_490	ESV_1380	-0.4834	1
ESV_490	ESV_1395	0.4571	0
ESV_490	ESV_1450	-0.448	1
ESV_490	ESV_1452	0.4184	0
ESV_490	ESV_1460	0.4641	0
ESV_490	ESV_1467	0.4579	0
ESV_490	ESV_1473	-0.4187	1
ESV_490	ESV_1537	-0.4856	1
ESV_490	ESV_1541	-0.4576	1
ESV_490	ESV_1651	-0.4588	1
ESV_490	ESV_1694	-0.4416	1
ESV_490	ESV_1759	-0.4269	1
ESV_490	ESV_1790	-0.4189	1
ESV_490	ESV_1808	-0.4926	1
ESV_490	ESV_1820	-0.5484	1
ESV_490	ESV_1914	0.4608	0
ESV_490	ESV_2597	-0.5283	1
ESV_490	ESV_2606	-0.4363	1
ESV_490	ESV_2614	0.4205	0
ESV_490	ESV_2966	-0.4364	1
ESV_490	ESV_3055	-0.454	1
ESV_490	ESV_3187	-0.4214	1
ESV_490	ESV_3224	-0.5053	1
ESV_490	ESV_3470	-0.4202	1
ESV_490	ESV_3832	-0.5262	1
ESV_490	ESV_4506	-0.4943	1
ESV_490	ESV_4781	-0.4317	1
ESV_490	ESV_8355	-0.4219	1
ESV_490	ESV_9344	-0.4409	1
ESV_493	ESV_521	-0.4162	1
ESV_493	ESV_555	0.4281	0
ESV_493	ESV_625	-0.4143	1
ESV_493	ESV_711	0.4445	0
ESV_493	ESV_852	0.4759	0
ESV_494	ESV_519	0.4746	0
ESV_494	ESV_580	0.4135	0
ESV_494	ESV_590	0.5053	0
ESV_494	ESV_593	0.7137	0
ESV_494	ESV_610	0.4461	0
ESV_494	ESV_619	0.4228	0
ESV_494	ESV_661	-0.492	1
ESV_494	ESV_671	0.5387	0
ESV_494	ESV_680	0.4811	0
ESV_494	ESV_686	0.5027	0
ESV_494	ESV_703	0.535	0
ESV_494	ESV_730	-0.4329	1
ESV_494	ESV_760	-0.4379	1
ESV_494	ESV_764	0.4193	0
ESV_494	ESV_791	0.4403	0
ESV_494	ESV_811	-0.4653	1
ESV_494	ESV_856	0.5012	0
ESV_494	ESV_874	0.5126	0
ESV_494	ESV_889	0.4992	0
ESV_494	ESV_896	-0.4283	1
ESV_494	ESV_930	0.5734	0
ESV_494	ESV_944	-0.4399	1
