Sp1	Sp2	Cor
ESV_2	ESV_124	0.5998
ESV_2	ESV_129	0.6093
ESV_2	ESV_132	0.4648
ESV_2	ESV_133	0.4862
ESV_2	ESV_134	0.609
ESV_2	ESV_137	0.6137
ESV_2	ESV_152	0.4638
ESV_2	ESV_159	0.5448
ESV_2	ESV_160	0.5578
ESV_2	ESV_164	0.4867
ESV_2	ESV_169	0.5694
ESV_2	ESV_172	0.6848
ESV_2	ESV_182	0.5211
ESV_2	ESV_183	0.5773
ESV_2	ESV_184	0.7288
ESV_2	ESV_186	0.4434
ESV_2	ESV_188	0.6887
ESV_2	ESV_189	-0.6916
ESV_2	ESV_191	-0.4227
ESV_2	ESV_192	0.5662
ESV_2	ESV_194	0.5342
ESV_2	ESV_195	0.7181
ESV_2	ESV_196	-0.4679
ESV_2	ESV_200	0.5233
ESV_2	ESV_202	0.4507
ESV_2	ESV_205	0.5714
ESV_2	ESV_206	-0.7366
ESV_2	ESV_208	0.5814
ESV_2	ESV_216	0.5669
ESV_2	ESV_218	0.5688
ESV_2	ESV_222	-0.4103
ESV_2	ESV_229	0.5357
ESV_2	ESV_232	0.6441
ESV_2	ESV_237	0.7639
ESV_2	ESV_243	0.6029
ESV_2	ESV_251	0.4386
ESV_2	ESV_253	0.4611
ESV_2	ESV_255	0.4612
ESV_2	ESV_256	-0.4379
ESV_2	ESV_257	0.6009
ESV_2	ESV_260	0.5751
ESV_2	ESV_261	0.6364
ESV_2	ESV_269	0.6621
ESV_2	ESV_274	0.6035
ESV_2	ESV_276	0.6741
ESV_2	ESV_277	0.6766
ESV_2	ESV_282	0.556
ESV_2	ESV_284	-0.5749
ESV_2	ESV_293	0.5128
ESV_2	ESV_296	0.4916
ESV_2	ESV_301	-0.3963
ESV_2	ESV_303	0.6016
ESV_2	ESV_305	0.492
ESV_2	ESV_308	0.6358
ESV_2	ESV_309	0.4733
ESV_2	ESV_311	0.4276
ESV_2	ESV_315	0.5391
ESV_2	ESV_318	0.7539
ESV_2	ESV_323	0.6959
ESV_2	ESV_325	0.5265
ESV_2	ESV_328	0.5492
ESV_2	ESV_333	0.4429
ESV_2	ESV_335	0.6063
ESV_2	ESV_339	0.6185
ESV_2	ESV_340	0.4436
ESV_2	ESV_344	0.5851
ESV_2	ESV_347	0.5653
ESV_2	ESV_361	0.5337
ESV_2	ESV_363	0.5021
ESV_2	ESV_373	0.4635
ESV_2	ESV_379	0.5338
ESV_2	ESV_383	0.4639
ESV_2	ESV_389	0.5651
ESV_2	ESV_390	0.4998
ESV_2	ESV_397	-0.508
ESV_2	ESV_399	0.4775
ESV_2	ESV_401	-0.4996
ESV_2	ESV_409	0.4628
ESV_2	ESV_413	0.5423
ESV_2	ESV_420	-0.4396
ESV_2	ESV_427	0.474
ESV_2	ESV_429	-0.4928
ESV_2	ESV_432	0.5304
ESV_2	ESV_437	0.4226
ESV_2	ESV_445	0.4994
ESV_2	ESV_446	-0.4537
ESV_2	ESV_450	0.4424
ESV_2	ESV_451	0.472
ESV_2	ESV_455	0.4981
ESV_2	ESV_457	0.5792
ESV_2	ESV_473	0.4497
ESV_2	ESV_481	0.5569
ESV_2	ESV_498	-0.4386
ESV_2	ESV_499	0.4801
ESV_2	ESV_505	0.5366
ESV_2	ESV_513	0.4739
ESV_2	ESV_516	0.5365
ESV_2	ESV_521	0.5859
ESV_2	ESV_529	0.4826
ESV_2	ESV_532	0.5577
ESV_2	ESV_538	0.4516
ESV_2	ESV_540	-0.4302
ESV_2	ESV_545	0.489
ESV_2	ESV_548	-0.5432
ESV_2	ESV_549	-0.5796
ESV_2	ESV_554	0.4724
ESV_2	ESV_558	-0.5302
ESV_2	ESV_561	0.5735
ESV_2	ESV_571	0.4936
ESV_2	ESV_573	0.4383
ESV_2	ESV_582	0.4915
ESV_2	ESV_588	-0.4351
ESV_2	ESV_594	0.4832
ESV_2	ESV_597	0.4896
ESV_2	ESV_598	0.4629
ESV_2	ESV_605	0.5331
ESV_2	ESV_607	0.5482
ESV_2	ESV_615	0.5282
ESV_2	ESV_616	0.4595
ESV_2	ESV_617	0.4909
ESV_2	ESV_620	0.4954
ESV_2	ESV_621	0.4767
ESV_2	ESV_624	-0.5141
ESV_2	ESV_633	0.6003
ESV_2	ESV_637	0.4909
ESV_2	ESV_648	-0.4659
ESV_2	ESV_660	0.4485
ESV_2	ESV_667	0.6268
ESV_2	ESV_681	-0.5899
ESV_2	ESV_682	0.5612
ESV_2	ESV_684	0.4947
ESV_2	ESV_700	0.4246
ESV_2	ESV_708	0.4616
ESV_2	ESV_714	-0.4434
ESV_2	ESV_739	-0.4693
ESV_2	ESV_740	0.5797
ESV_2	ESV_743	0.483
ESV_2	ESV_770	-0.5569
ESV_2	ESV_783	0.6092
ESV_2	ESV_814	-0.526
ESV_2	ESV_817	0.5822
ESV_2	ESV_820	-0.5529
ESV_2	ESV_826	0.4752
ESV_2	ESV_828	0.4747
ESV_2	ESV_842	0.4461
ESV_2	ESV_843	0.4374
ESV_2	ESV_850	-0.42
ESV_2	ESV_852	-0.5925
ESV_2	ESV_857	-0.4493
ESV_2	ESV_860	0.469
ESV_2	ESV_861	0.4941
ESV_2	ESV_863	-0.6247
ESV_2	ESV_876	0.4665
ESV_2	ESV_881	0.5457
ESV_2	ESV_896	0.4602
ESV_2	ESV_921	-0.4595
ESV_2	ESV_923	0.4828
ESV_2	ESV_927	-0.5286
ESV_2	ESV_929	-0.5265
ESV_2	ESV_932	0.4599
ESV_2	ESV_935	0.4322
ESV_2	ESV_942	-0.4504
ESV_2	ESV_946	-0.5767
ESV_2	ESV_950	-0.6261
ESV_2	ESV_951	0.4392
ESV_2	ESV_968	-0.4834
ESV_2	ESV_980	-0.4989
ESV_2	ESV_983	0.454
ESV_2	ESV_986	-0.5189
ESV_2	ESV_988	-0.4879
ESV_2	ESV_998	0.4781
ESV_2	ESV_1006	0.432
ESV_2	ESV_1010	-0.4442
ESV_2	ESV_1027	0.5049
ESV_2	ESV_1050	-0.424
ESV_2	ESV_1071	0.5564
ESV_2	ESV_1086	0.5817
ESV_2	ESV_1103	0.4133
ESV_2	ESV_1124	-0.5719
ESV_2	ESV_1131	0.4217
ESV_2	ESV_1133	-0.4288
ESV_2	ESV_1153	-0.4832
ESV_2	ESV_1154	-0.5567
ESV_2	ESV_1166	0.4795
ESV_2	ESV_1169	-0.5484
ESV_2	ESV_1170	-0.4277
ESV_2	ESV_1175	-0.6403
ESV_2	ESV_1185	-0.4352
ESV_2	ESV_1204	-0.4588
ESV_2	ESV_1259	0.4609
ESV_2	ESV_1261	-0.4974
ESV_2	ESV_1264	-0.4494
ESV_2	ESV_1268	-0.4331
ESV_2	ESV_1275	0.4369
ESV_2	ESV_1280	-0.5851
ESV_2	ESV_1294	0.4597
ESV_2	ESV_1295	0.5185
ESV_2	ESV_1328	0.4506
ESV_2	ESV_1337	-0.5674
ESV_2	ESV_1364	-0.5995
ESV_2	ESV_1380	-0.5526
ESV_2	ESV_1381	-0.5577
ESV_2	ESV_1398	-0.6162
ESV_2	ESV_1418	-0.5905
ESV_2	ESV_1424	0.421
ESV_2	ESV_1431	-0.4385
ESV_2	ESV_1434	-0.5297
ESV_2	ESV_1437	-0.5961
ESV_2	ESV_1449	-0.4236
ESV_2	ESV_1452	0.4296
ESV_2	ESV_1465	0.5343
ESV_2	ESV_1476	0.4411
ESV_2	ESV_1491	-0.5433
