Sp1	Sp2	Cor
ESV_2	ESV_159	0.4416
ESV_2	ESV_161	0.6634
ESV_2	ESV_169	0.6384
ESV_2	ESV_172	0.593
ESV_2	ESV_175	0.3826
ESV_2	ESV_180	-0.4174
ESV_2	ESV_181	0.5752
ESV_2	ESV_182	0.599
ESV_2	ESV_183	0.6158
ESV_2	ESV_184	0.7163
ESV_2	ESV_188	0.5404
ESV_2	ESV_191	-0.5007
ESV_2	ESV_192	0.5888
ESV_2	ESV_194	0.5231
ESV_2	ESV_195	0.7036
ESV_2	ESV_200	0.5971
ESV_2	ESV_205	0.5534
ESV_2	ESV_208	0.693
ESV_2	ESV_213	-0.5096
ESV_2	ESV_216	0.5373
ESV_2	ESV_218	0.6479
ESV_2	ESV_220	0.6879
ESV_2	ESV_225	0.4457
ESV_2	ESV_229	0.4707
ESV_2	ESV_230	0.4716
ESV_2	ESV_232	0.4675
ESV_2	ESV_238	0.5303
ESV_2	ESV_243	0.7234
ESV_2	ESV_245	0.4933
ESV_2	ESV_248	0.5815
ESV_2	ESV_251	0.5738
ESV_2	ESV_252	0.6515
ESV_2	ESV_253	0.6776
ESV_2	ESV_255	0.6461
ESV_2	ESV_257	0.6721
ESV_2	ESV_260	0.6066
ESV_2	ESV_261	0.4741
ESV_2	ESV_262	0.4591
ESV_2	ESV_263	0.7294
ESV_2	ESV_265	-0.5699
ESV_2	ESV_269	0.7096
ESV_2	ESV_272	0.6105
ESV_2	ESV_274	0.6411
ESV_2	ESV_276	0.5453
ESV_2	ESV_277	0.6272
ESV_2	ESV_279	-0.4332
ESV_2	ESV_286	0.4811
ESV_2	ESV_288	0.5301
ESV_2	ESV_290	0.4764
ESV_2	ESV_291	0.5232
ESV_2	ESV_293	0.6038
ESV_2	ESV_297	-0.438
ESV_2	ESV_299	0.5505
ESV_2	ESV_302	-0.4167
ESV_2	ESV_303	0.6344
ESV_2	ESV_305	0.6428
ESV_2	ESV_308	0.5994
ESV_2	ESV_309	0.6134
ESV_2	ESV_311	0.5432
ESV_2	ESV_315	0.5739
ESV_2	ESV_319	0.5599
ESV_2	ESV_325	0.664
ESV_2	ESV_326	-0.4125
ESV_2	ESV_327	0.5252
ESV_2	ESV_332	-0.4968
ESV_2	ESV_335	0.5274
ESV_2	ESV_337	0.4488
ESV_2	ESV_338	-0.4724
ESV_2	ESV_346	0.4743
ESV_2	ESV_347	0.6991
ESV_2	ESV_353	-0.5029
ESV_2	ESV_359	-0.5217
ESV_2	ESV_361	0.4858
ESV_2	ESV_363	0.4255
