Sp1	Sp2	Cor
ESV_31	ESV_130	0.5091
ESV_31	ESV_131	0.5072
ESV_31	ESV_225	0.5033
ESV_31	ESV_249	0.4526
ESV_31	ESV_810	-0.4067
ESV_31	ESV_1297	-0.4257
ESV_31	ESV_7279	-0.3133
ESV_32	ESV_33	0.6308
ESV_32	ESV_34	0.5283
ESV_32	ESV_42	-0.6693
ESV_32	ESV_43	0.5792
ESV_32	ESV_50	0.6443
ESV_32	ESV_62	-0.5832
ESV_32	ESV_88	0.6309
ESV_32	ESV_101	-0.6405
ESV_32	ESV_102	0.5515
ESV_32	ESV_108	-0.5271
ESV_32	ESV_113	-0.5581
ESV_32	ESV_128	0.4217
ESV_32	ESV_133	0.4961
ESV_32	ESV_134	-0.5541
ESV_32	ESV_141	-0.5235
ESV_32	ESV_144	0.5212
ESV_32	ESV_191	0.4709
ESV_32	ESV_192	-0.5061
ESV_32	ESV_203	-0.4496
ESV_32	ESV_206	0.5491
ESV_32	ESV_220	-0.512
ESV_32	ESV_223	0.4028
ESV_32	ESV_226	0.4454
ESV_32	ESV_229	-0.5639
ESV_32	ESV_253	-0.4486
ESV_32	ESV_257	-0.471
ESV_32	ESV_260	-0.4748
ESV_32	ESV_262	-0.5713
ESV_32	ESV_269	-0.4774
ESV_32	ESV_283	0.6244
ESV_32	ESV_288	-0.4374
ESV_32	ESV_290	-0.4649
ESV_32	ESV_303	-0.4453
ESV_32	ESV_308	-0.4341
ESV_32	ESV_321	0.4851
ESV_32	ESV_327	-0.4937
ESV_32	ESV_363	-0.4336
ESV_32	ESV_365	-0.4049
ESV_32	ESV_379	-0.4947
ESV_32	ESV_384	-0.412
ESV_32	ESV_391	0.433
ESV_32	ESV_411	0.5319
ESV_32	ESV_421	-0.4891
ESV_32	ESV_438	-0.5672
ESV_32	ESV_455	-0.5605
ESV_32	ESV_459	-0.4878
ESV_32	ESV_460	-0.533
ESV_32	ESV_481	-0.5338
ESV_32	ESV_497	0.5307
ESV_32	ESV_524	-0.4884
ESV_32	ESV_525	-0.4111
ESV_32	ESV_559	-0.4134
ESV_32	ESV_680	0.4411
ESV_32	ESV_702	0.4263
ESV_32	ESV_705	-0.4836
ESV_32	ESV_750	0.4718
ESV_32	ESV_842	-0.568
ESV_32	ESV_856	0.4569
ESV_32	ESV_885	0.4961
ESV_32	ESV_888	-0.4778
ESV_32	ESV_1010	0.4861
ESV_32	ESV_1169	0.5232
ESV_32	ESV_1217	-0.4318
